"Impl","date","roast sha1","pass","fail","todo","skip","plan","spec","notes"
"rakudo","2011-12-31","",18400,28,567,1945,20940,22122,""
"niecza","2011-12-30","",15640,2,585,1566,17793,22216,""
"rakudo","2011-12-30","",18390,28,573,1949,20940,22128,""
"niecza","2011-12-29","",15434,4,579,1510,17527,22215,""
"rakudo","2011-12-29","",18371,50,573,1945,20939,22127,""
"niecza","2011-12-27","",15343,2,622,1500,17467,22242,""
"rakudo","2011-12-27","",18338,81,568,1937,20924,22154,""
"niecza","2011-12-24","",15090,0,609,1435,17134,22241,""
"rakudo","2011-12-24","",18376,29,575,1943,20923,22153,""
"niecza","2011-12-22","",11481,273,550,1255,13559,22003,""
"rakudo","2011-12-22","",18418,28,575,1899,20920,22165,""
"niecza","2011-12-21","",10907,258,493,1453,13111,22010,""
"rakudo","2011-12-21","",18395,28,575,1899,20897,22172,""
"niecza","2011-12-20","",10657,258,404,1457,12776,22009,""
"rakudo","2011-12-20","",18388,28,575,1899,20890,22171,""
"niecza","2011-12-19","",10304,295,362,1426,12387,22003,""
"rakudo","2011-12-19","",18388,28,575,1899,20890,22165,""
"niecza","2011-12-17","",10304,295,362,1426,12387,22003,""
"rakudo","2011-12-17","",18388,28,575,1898,20889,22165,""
"niecza","2011-12-15","",9673,334,312,1344,11663,21999,""
"rakudo","2011-12-15","",18374,28,575,1898,20875,22161,""
"niecza","2011-12-14","",9050,195,357,1320,10922,22008,""
"rakudo","2011-12-14","",18222,44,605,1934,20805,22243,""
